bl_code,name,quantity
TYD-FF-07403,Bamboo Foot File,0
TYD-BC-07231-1,Bath Scrub Duck,0
TYD-BS-0740,Bath Set,0
TYD-BF-0223255,Blue Buffer,0
TYD-CC-0422,Cape,0
TYD-CC-0430,Cape,0
TYD-CC-0822,Cape,0
TYD-CC-0822-1,Cape,0
TYD-CC-0822-2,Cape,0
TYD-CC-0823,Cape,0
TYD-CC-0422G,"Cape, Gray",0
TYD-HC-06221,Carbon Comb,0
TYD-HC-06221-1,Carbon Comb,0
TYD-HC-06221-2,Carbon Comb,0
TYD-HC-06221-3,Carbon Comb,0
TYD-HC-06221-4,Carbon Comb,0
TYD-HB-06221,Carbon Hair Brush,0
TYD-HB-06231,Carbon Hair Brush,0
TYD-CS-000002,Coloring Set in Assorted colors,0
