bl_code,brand,name,size,color,uom,part_number,payment_term,description,supplier_code,movement,supplier,family,international_cost,retail_price,professional_price,status,inventory_location,qty
CG81259,China Glaze,Iron Out The Details,14ml/0.5oz,,piece,CGPNO_IronOutTheDetails,Cash,2014 Crinkled Chrome Collection,81259,C,American  International Industries,,2.1,450,310,Active,BLPI - Dasma,0
CG80710,China Glaze,Island Escape 12pc Display,14ml/0.5oz bottles,,display,CGPNO_IslandEscape12pcDisplay,Cash,2011 Island Escape Collection. Price is for 11pcs only so 1pc + the display are FREE.,80710,C,American  International Industries,,18.9,,2750,Discontinued,BLPI - Dasma,0
CG80712,China Glaze,Island Escape 36pc Rack,14ml/0.5oz bottles,,display,CGPNO_IslandEscape36pcRack,Cash,2011 Island Escape Collection. Price is for polishes only so rack is FREE.,80712,C,American  International Industries,,50.65,,7260,Discontinued,BLPI - Dasma,0
CG80708,China Glaze,Island Escape 6pc Box Collection,14ml/0.5oz bottles,,set,CGPNO_IslandEscape6pcBoxCollection,Cash,2011 Island Escape Collection,80708,C,American  International Industries,,8.44,,1350,Discontinued,BLPI - Dasma,0
CG80709,China Glaze,Island Escape 6pc Display,14ml/0.5oz bottles,,display,CGPNO_IslandEscape6pcDisplay,Cash,2011 Island Escape Collection. Price is for polishes only so display is FREE.,80709,C,American  International Industries,,8.44,,1350,Discontinued,BLPI - Dasma,0
CG81325,China Glaze,Isle See You Later,14ml/0.5oz,,piece,CGPNO_IsleSeeYouLater,Cash,2013 Sunsational Collection,81325,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,14
CG70637,China Glaze,It's 5 O'clock Somewhere,14ml/0.5oz,,piece,CGPNO_Its5OclockSomewhere,Cash,2006 Tequila Toes Collection,70637,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG81120,China Glaze,It's A Trap-eze!,14ml/0.5oz,,piece,CGPNO_ItsATrap-eze!,Cash,2012 Cirque Du Soleil Worlds Away Collection,81120,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,1
CG81086,China Glaze,It's Alive,14ml/0.5oz,,piece,CGPNO_ItsAlive,Cash,2011 Haunting Halloween Collection,81086,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG70681,China Glaze,It's My Turn,14ml/0.5oz,,piece,CGPNO_ItsMyTurn,Cash,2006 Kaleidoscope Collection,70681,C,American  International Industries,,2.03,370,300,Discontinued,BLPI - Dasma,0
CG80905,China Glaze,It's Poppin',14ml/0.5oz,,piece,CGPNO_ItsPoppin,Cash,2009 Kicks - Lace Up In Colour Collection,80905,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,3
CG70357,China Glaze,Italian Red,14ml/0.5oz,,piece,CGPNO_ItalianRed,Cash,Core Colour Current,70357,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,69
CG81282,China Glaze,"Itty, Bitty & Gritty",14ml/0.5oz,,piece,CGPNO_IttyBitty&Gritty2103Texture,Cash,2013 Texture Collection,81282,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,92
CG77004,China Glaze,IV,14ml/0.5oz,,piece,CGPNO_IV,Cash,"Core Colour Old, 2007 X Anniversary Collection",77004,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,74
CG77009,China Glaze,IX,14ml/0.5oz,,piece,CGPNO_IX,Cash,"Core Colour Current, 2007 X Anniversary Collection",77009,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,52
CG80557,China Glaze,Jade-D,14ml/0.5oz,,piece,CGPNO_Jade-D,Cash,2012 Crackle Glitter Collection,80557,C,American  International Industries,,1.81,350,280,Discontinued,BLPI - Dasma,3147
CG70338,China Glaze,Jamaican Out,14ml/0.5oz,,piece,CGPNO_JamaicanOut,Cash,"Core Colour Current, Caribbean Temptations Collection",70338,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,37
CG80531,China Glaze,Jane Loves Tarzan,,,piece,CGPNO_JaneLovesTarzan,Cash,2012 Nail Appliques Collection,80531,C,American  International Industries,,1.59,350,220,Discontinued,BLPI - Dasma,491
CG80844,China Glaze,Japanese Koi,14ml/0.5oz,,piece,CGPNO_JapaneseKoi,Cash,2008 INK Collection,80844,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,1
CG70397,China Glaze,Jet Set Chic,14ml/0.5oz,,piece,CGPNO_JetSetChic,Cash,2004 Fashion Lounge Collection,70397,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70258,China Glaze,Jetstream,14ml/0.5oz,,piece,CGPNO_Jetstream,Cash,Core Colour Current,70258,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,190
CG80694,China Glaze,"Jingle All The Way 3pc Set, Includes: Pizzazz, Merry Berry and 1 Set of Bell Chimes FREE",14ml/0.5oz bottles,,set,CGPNO_JingleAllTheWay3pcSet,Cash,2012 Holiday Joy Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!  NOT FOR REORDER!  ,80694,C,American  International Industries,,3.5,350,300,Discontinued but still have stock,BLPI - Dasma,53
CG25172,China Glaze,Jingle Bells,14ml/0.5oz,,piece,CGPNO_JingleBells,Cash,2010 'Tis The Season To Be Naughty And Nice Holiday Collection,25172,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80512,China Glaze,Jitterbug,14ml/0.5oz,,piece,CGPNO_Jitterbug,Cash,2010 Vintage Vixen Collection,80512,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,7
CG25169,China Glaze,Jolly Holly,14ml/0.5oz,,piece,CGPNO_JollyHolly,Cash,2010 'Tis The Season To Be Naughty And Nice Holiday Collection,25169,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80207,China Glaze,Joy,14ml/0.5oz,,piece,CGPNO_Joy,Cash,2009 Romantique Collection,80207,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,22
CG80495,China Glaze,Jungle Queen,14ml/0.5oz,,piece,CGPNO_JungleQueen,Cash,2012 On Safari Collection,80495,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,49
CG81390,China Glaze,Just Be-Claws,14ml/0.5oz,,piece,CGPNO_JustBeClaws,Cash,2013 Happy Holiglaze Collection,81390,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,13
CGCGX133,China Glaze,Just Hue & Me,14ml/0.5oz,,piece,CGPNO_JustHue&Me,Cash,2000 Mad About Hues Collection,CGX133,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70269,China Glaze,Just Lovely,14ml/0.5oz,,piece,CGPNO_JustLovely,Cash,Core Colour Old and 2005 Visions of Grandeur Collection,70269,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80528,China Glaze,Kalahari Kiss,14ml/0.5oz,,piece,CGPNO_Kalahari Kiss,Cash,2012 On Safari Collection,80528,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,1
CG72132,China Glaze,Kaleidoscope 36pc Rack,14ml/0.5oz bottles,,display,CGPNO_Kaleidoscope36pcRack,Cash,2006 Kaleidoscope Collection,72132,C,American  International Industries,,,,,Discontinued,BLPI - Dasma,0
CG72130,China Glaze,Kaleidoscope 6pc Acetate Box Set - Warm Palette,14ml/0.5oz bottles,,set,CGPNO_Kaleidoscope6pcAcetateBoxSet-WarmPalette,Cash,2006 Kaleidoscope Collection,72130,C,American  International Industries,,,,,Discontinued,BLPI - Dasma,0
CG70690,China Glaze,Kaleidoscope Him Out,14ml/0.5oz,,piece,CGPNO_KaleidoscopeHimOut,Cash,2006 Kaleidoscope Collection,70690,C,American  International Industries,,2.03,370,300,Discontinued,BLPI - Dasma,0
CG81188,China Glaze,"Keep Calm, Paint On",14ml/0.5oz,,piece,CGPNO_KeepCalmPaintOn,Cash,2013 Avant Garden Collection,81188,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,8
CG80687,China Glaze,"Keepin' Cozy 4pc Set, Includes: Merry Berry, Glistening Snow, Cranberry Splash + 1 Fingerless Gloves FREE",14ml/0.5oz bottles,,set,CGPNO_KeepinCozy4pcSet,Cash,2012 Holiday Joy Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!  NOT FOR REORDER!  ,80687,C,American  International Industries,,5.25,520,360,Discontinued,BLPI - Dasma,231
CG81324,China Glaze,Keepin' It Teal,14ml/0.5oz,,piece,CGPNO_KeepinItTeal,Cash,2013 Sunsational Collection,81324,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,12
CG80334,China Glaze,Khrome 12pc Display with 12pc backup (total 24pcs),14ml/0.5oz bottles,,display,CGPNO_Khrome12pcDisplaywith12pcbackup(total24pcs),Cash,2009 Khrome Collection. Price is for 22pcs only so 2pcs + display are FREE.,80334,C,American  International Industries,,36.24,,4840,Discontinued,BLPI - Dasma,5
CG80333,China Glaze,Khrome 6pc Display with 6pc backup (total 12pcs),14ml/0.5oz bottles,,display,CGPNO_Khrome6pcDisplaywith6pcbackup(total12pcs),Cash,2009 Khrome Collection. Price is for 11pcs only so 1pc + the display are FREE.,80333,C,American  International Industries,,18.12,,2420,Discontinued,BLPI - Dasma,1
CG70422,China Glaze,Khromes 6pc Box Collection,14ml/0.5oz bottles,,set,CGPNO_Khromes6pcBoxCollection,Cash,2009 Khrome Collection,70422,C,American  International Industries,,9.06,,1320,Discontinued,BLPI - Dasma,0
CG80565,China Glaze,Kickin' Up My Kilt,,,piece,CGPNO_KickinUpMyKilt,Cash,2012 Nail Appliques Collection,80565,C,American  International Industries,,1.59,350,220,Discontinued,BLPI - Dasma,484
CG28863,China Glaze,Kicks - Lace Up In Colour 12pc Display w/ 12pc backup (total 24pcs),14ml/0.5oz bottles,,display,CGPNO_Kicks-LaceUpInColour12pcDisplayw12pcbackup(total24pcs),Cash,2009 Kicks - Lace Up In Colour Collection. Price is for 22pcs only so 2pcs + display are FREE.,28863,C,American  International Industries,,35.1,,4840,Discontinued,BLPI - Dasma,0
CG28866,China Glaze,Kicks - Lace Up In Colour 36pc Rack w/ 36pc backup (total 72pcs),14ml/0.5oz bottles,,display,CGPNO_Kicks-LaceUpInColour36pcRackw36pcbackup(total72pcs),Cash,2009 Kicks - Lace Up In Colour Collection. Price is for 66pcs only so 6pcs + display are FREE.,28866,C,American  International Industries,,105.3,,14520,Discontinued,BLPI - Dasma,0
CG80735,China Glaze,Kinetic Candy,14ml/0.5oz,,piece,CGPNO_KineticCandy,Cash,2012 Electropop Collection,80735,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CG81353,China Glaze,Kiss My Glass,14ml/0.5oz,,piece,CGPNO_KissMyGlass,Cash,2013 Autumn Nights Collection,81353,C,American  International Industries,,2.25,480,330,Active,BLPI - Dasma,0
CG80949,China Glaze,Kiwi Cool-Ada,14ml/0.5oz,,piece,CGPNO_KiwiCool-Ada,Cash,2010 Poolside Collection,80949,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,1
CG80975,China Glaze,Knotty,14ml/0.5oz,,piece,CGPNO_Knotty,Cash,2011 Anchors Away Collection,80975,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,9
CG80812,China Glaze,L8R G8R,14ml/0.5oz,,piece,CGPNO_L8RG8R,Cash,2008 OMG! Collection,80812,C,American  International Industries,,2.03,370,300,Discontinued,BLPI - Dasma,0
CG80907,China Glaze,Laced Up,14ml/0.5oz,,piece,CGPNO_LacedUp,Cash,2009 Kicks - Lace Up In Colour Collection,80907,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,24
CGCGX127,China Glaze,Lady Sings The Hues,14ml/0.5oz,,piece,CGPNO_LadySingsTheHues,Cash,2000 Mad About Hues Collection,CGX127,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CGCGX159,China Glaze,Laid Back Lilac,14ml/0.5oz,,piece,CGPNO_LaidBackLilac,Cash,2002 Bali Bliss Collection,CGX159,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70228,China Glaze,Lap of Luxury,14ml/0.5oz,,piece,CGPNO_LapofLuxury,Cash,"Core Colour Old, 2004 Monte Carlo Collection",70228,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80887,China Glaze,Lasso My Heart,14ml/0.5oz,,piece,CGPNO_LassoMyHeart,Cash,2008 Rodeo Diva Collection,80887,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,58
CG80419,China Glaze,Latte,14ml/0.5oz,,piece,CGPNO_Latte,Cash,2009 Specialty Colors,80419,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80764,China Glaze,Latticed Lilac,14ml/0.5oz,,piece,CGPNO_LatticedLilac,Cash,2011 Crackle Metals Collection,80764,C,American  International Industries,,1.99,350,290,Discontinued,BLPI - Dasma,92
CG70512,China Glaze,Lavender Lingo,14ml/0.5oz,,piece,CGPNO_LavenderLingo,Cash,Core Colour Old and 2004 Patent Leather II Collection,70512,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG70288,China Glaze,Left At The Altar,14ml/0.5oz,,piece,CGPNO_LeftAtTheAltar,Cash,2004 Wedding Diva Collection,70288,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80941,China Glaze,Lemon Fizz,14ml/0.5oz,,piece,CGPNO_LemonFizz,Cash,2010 Up & Away Collection,80941,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,31
CG80688,China Glaze,"Let It Glow 4pc Set, Includes: Champagne Kisses, Winter Holly, Red Satin + 1 Scented Candle FREE",14ml/0.5oz bottles,,set,CGPNO_LetItGlow4pcSet,Cash,2012 Holiday Joy Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!  NOT FOR REORDER!  ,80688,C,American  International Industries,,5.25,520,360,Discontinued,BLPI - Dasma,213
CG81047,China Glaze,Let It Snow 12pc Display,14ml/0.5oz bottles,,display,CGPNO_LetItSnow12pcDisplay,Cash,2011 Let It Snow Holiday Collection. Price is for 11pcs only so 1pc + the display are FREE.,81047,C,American  International Industries,,16.93,,2420,Discontinued,BLPI - Dasma,24
CG81048,China Glaze,Let It Snow 36pc Rack,14ml/0.5oz bottles,,display,CGPNO_LetItSnow36pcRack,Cash,2011 Let It Snow Holiday Collection. Price is for polishes only so rack is FREE.,81048,C,American  International Industries,,50.8,,7260,Discontinued,BLPI - Dasma,0
CG81039,China Glaze,"Let It Snow 3pc Set, Includes: Blue Year's Eve, Snow Globe+ 1 Mini Snow Globe FREE",14ml/0.5oz bottles,,set,CGPNO_LetItSnow3pcSet,Cash,2011 Let It Snow Holiday Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!,81039,C,American  International Industries,,3.5,350,300,Discontinued,BLPI - Dasma,351
CG80323,China Glaze,"Let's Cruise 6pc Box Collection, Includes: Stroll, Thunderbird, Drive In, Street Racing, Free Love and Cruisin'",14ml/0.5oz bottles,,set,CGPNO_LetsCruise6pcBoxCollection,Cash,2009 Retro Diva Collection,80323,C,American  International Industries,,8.78,,1320,Discontinued,BLPI - Dasma,0
CG70686,China Glaze,Let's Do It In 3-D,14ml/0.5oz,,piece,CGPNO_LetsDoItIn3-D,Cash,2006 Kaleidoscope Collection,70686,C,American  International Industries,,2.03,370,300,Discontinued,BLPI - Dasma,0
CG80312,China Glaze,Let's Groove,14ml/0.5oz,,piece,CGPNO_LetsGroove,Cash,2009 Retro Diva Collection,80312,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,67
CG82139,China Glaze,Life Is Beautiful,14ml/0.5oz,,piece,CGPNO_LifeIsBeautiful,Cash,2014 BCA Celebrate Courage Collection,82139,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CG81192,China Glaze,Life Is Rosy,14ml/0.5oz,,piece,CGPNO_LifeIsRosy,Cash,2013 Avant Garden Collection,81192,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,11
CG80964,China Glaze,Life Preserver,14ml/0.5oz,,piece,CGPNO_LifePreserver,Cash,2011 Anchors Away Collection,80964,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,33
CG81534,China Glaze,Light As A Feather,14ml/0.5oz,,piece,CGPNO_LightAsAFeather,Cash,2013 On Horizon Collection,81534,C,American  International Industries,,2.1,450,310,Discontinued,BLPI - Dasma,17
CG80933,China Glaze,Light As Air,14ml/0.5oz,,piece,CGPNO_LightAsAir,Cash,2010 Up & Away Collection,80933,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,5
CGCGX134,China Glaze,Light Mist,14ml/0.5oz,,piece,CGPNO_LightMist,Cash,2001 China Rain Collection,CGX134,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70326,China Glaze,Light My Tiki,14ml/0.5oz,,piece,CGPNO_LightMyTiki,Cash,"Core Colour Current, Caribbean Temptations Collection",70326,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,83
CG80969,China Glaze,Lighthouse,14ml/0.5oz,,piece,CGPNO_Lighthouse,Cash,2011 Anchors Away Collection,80969,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,5
CG81051,China Glaze,Lightning Bolt,14ml/0.5oz,,piece,CGPNO_LightningBolt,Cash,2011 Crackle Glaze Collection,81051,C,American  International Industries,,1.99,350,290,Discontinued,BLPI - Dasma,119
CG81046,China Glaze,Lil' Stuffers Mini Holiday Berry Cuticle Oil 24pc Boot Display,0.325oz bottles,,display,CGPNO_LilStuffersMiniHolidayBerryCuticleOil24pcBootDisplay,Cash,2011 Let It Snow Holiday Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!,81046,C,American  International Industries,,20.4,,4840,Discontinued,BLPI - Dasma,8
CG72026,China Glaze,Limbo Bimbo,14ml/0.5oz,,piece,CGPNO_LimboBimbo,Cash,"Core Colour Current, Caribbean Temptations Collection",72026,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,183
CG70325,China Glaze,Limonyte,14ml/0.5oz,,piece,CGPNO_Limonyte,Cash,2005 Nervy Neons Collection,70325,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70669,China Glaze,Linger,14ml/0.5oz,,piece,CGPNO_Linger,Cash,Core Colour Old and 2007 BLUSH Collection,70669,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80728,China Glaze,Liquid Crystal,14ml/0.5oz,,piece,CGPNO_LiquidCrystal,Cash,2012 Prismatic Collection,80728,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CG70576,China Glaze,Liquid Leather,14ml/0.5oz,,piece,CGPNO_LiquidLeather,Cash,"Core Colour Current, 2010 Rainbow of Hope Collection, 2005 Patent Leather In The City Collection, 2003 Patent Leather Collection, Old Supplier Code CGS544",70576,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,54
CG25171,China Glaze,Little Drummer Boy,14ml/0.5oz,,piece,CGPNO_LittleDrummerBoy,Cash,2010 'Tis The Season To Be Naughty And Nice Holiday Collection,25171,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG81111,China Glaze,Live Love Laugh,14ml/0.5oz,,piece,CGPNO_LiveLoveLaugh,Cash,2012 Breast Cancer Awareness - United In Purpose Collection,81111,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,1044
CG81861,China Glaze,Loco-Motive,14ml/0.5oz,,piece,CGPNO_LocoMotive,Cash,2014 All Aboard Collection,81861,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,6
CG81070,China Glaze,Loft-y Ambitions,14ml/0.5oz,,piece,CGPNO_Loft-yAmbitions,Cash,2011 Metro Collection,81070,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,96
CG80802,China Glaze,LOL,14ml/0.5oz,,piece,CGPNO_LOL,Cash,2008 OMG! Collection,80802,C,American  International Industries,,2.03,370,300,Discontinued,BLPI - Dasma,0
CG70257,China Glaze,Long Kiss,14ml/0.5oz,,piece,CGPNO_LongKiss,Cash,"Core Colour Current, 2010 Rainbow of Hope Collection, Pre-2000 All Decked Out Collection",70257,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,180
CG70673,China Glaze,Longing,14ml/0.5oz,,piece,CGPNO_Longing,Cash,"Core Colour Old, 2008 Soft Shades Collection",70673,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80571,China Glaze,Loop Hole,,,piece,CGPNO_LoopHole,Cash,2012 Nail Appliques Collection,80571,C,American  International Industries,,1.59,350,220,Discontinued but,BLPI - Dasma,634
CG80774,China Glaze,Lorelei's Tiara,14ml/0.5oz,,piece,CGPNO_LoreleisTiara,Cash,2011 Eye Candy Collection,80774,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,0
CG81763,China Glaze,Lotus Begin,14ml/0.5oz,,piece,CGPNO_LotusBegin,Cash,2014 City Flourish Collection,81763,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
